"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"day"
"139"	"ENSMUSG00000026069"	"Il1rl1"	1	"specific"	"FAPs"	1	"D0"
"143"	"ENSMUSG00000026080"	"Chst10"	1	"specific"	"FAPs"	1	"D0"
"153"	"ENSMUSG00000026109"	"Tmeff2"	1	"specific"	"FAPs"	1	"D0"
"160"	"ENSMUSG00000026126"	"Ptpn18"	1	"specific"	"ECs"	1	"D0"
"163"	"ENSMUSG00000026141"	"Col19a1"	1	"specific"	"sCs"	1	"D0"
"173"	"ENSMUSG00000026163"	"Sphkap"	1	"specific"	"FAPs"	1	"D0"
"187"	"ENSMUSG00000026207"	"Speg"	0.839866366358954	"specific"	"sCs"	1	"D0"
"188"	"ENSMUSG00000026208"	"Des"	0.82282420351979	"specific"	"sCs"	1	"D0"
"201"	"ENSMUSG00000026253"	"Chrng"	1	"specific"	"sCs"	1	"D0"
"203"	"ENSMUSG00000026255"	"Efhd1"	1	"specific"	"FAPs"	1	"D0"
"204"	"ENSMUSG00000026259"	"Ngef"	0.921296060800407	"specific"	"FAPs"	1	"D0"
"206"	"ENSMUSG00000026271"	"Gpr35"	1	"specific"	"FAPs"	1	"D0"
"215"	"ENSMUSG00000026288"	"Inpp5d"	1	"specific"	"ECs"	1	"D0"
"216"	"ENSMUSG00000026303"	"Mlph"	1	"specific"	"sCs"	1	"D0"
"222"	"ENSMUSG00000026321"	"Tnfrsf11a"	1	"specific"	"ECs"	1	"D0"
"236"	"ENSMUSG00000026414"	"Tnnt2"	1	"specific"	"sCs"	1	"D0"
"238"	"ENSMUSG00000026424"	"Gpr37l1"	1	"specific"	"sCs"	1	"D0"
"242"	"ENSMUSG00000026429"	"Ube2t"	0.829901841048018	"specific"	"sCs"	1	"D0"
"246"	"ENSMUSG00000026443"	"Lrrn2"	1	"specific"	"FAPs"	1	"D0"
"256"	"ENSMUSG00000026475"	"Rgs16"	1	"specific"	"sCs"	1	"D0"
"258"	"ENSMUSG00000026479"	"Lamc2"	0.824790035745611	"specific"	"FAPs"	1	"D0"
"271"	"ENSMUSG00000026544"	"Dusp23"	1	"specific"	"FAPs"	1	"D0"
"278"	"ENSMUSG00000026574"	"Dpt"	0.848497936290303	"specific"	"FAPs"	1	"D0"
"282"	"ENSMUSG00000026579"	"F5"	1	"specific"	"ECs"	1	"D0"
"283"	"ENSMUSG00000026580"	"Selp"	1	"specific"	"ECs"	1	"D0"
"284"	"ENSMUSG00000026582"	"Sele"	1	"specific"	"ECs"	1	"D0"
"287"	"ENSMUSG00000026587"	"Astn1"	1	"specific"	"sCs"	1	"D0"
"291"	"ENSMUSG00000026601"	"Axdnd1"	1	"specific"	"sCs"	1	"D0"
"295"	"ENSMUSG00000026609"	"Ush2a"	1	"specific"	"FAPs"	1	"D0"
"302"	"ENSMUSG00000026638"	"Irf6"	1	"specific"	"sCs"	1	"D0"
"307"	"ENSMUSG00000026656"	"Fcgr2b"	1	"specific"	"sCs"	1	"D0"
"319"	"ENSMUSG00000026686"	"Lmx1a"	1	"specific"	"FAPs"	1	"D0"
"321"	"ENSMUSG00000026692"	"Fmo4"	1	"specific"	"FAPs"	1	"D0"
"324"	"ENSMUSG00000026697"	"Myoc"	0.932616335978945	"specific"	"FAPs"	1	"D0"
"328"	"ENSMUSG00000026712"	"Mrc1"	1	"specific"	"sCs"	1	"D0"
"332"	"ENSMUSG00000026725"	"Tnn"	0.819305553687711	"specific"	"FAPs"	1	"D0"
"346"	"ENSMUSG00000026774"	"Potegl"	1	"specific"	"FAPs"	1	"D0"
"360"	"ENSMUSG00000026817"	"Ak1"	1	"specific"	"FAPs"	1	"D0"
"364"	"ENSMUSG00000026828"	"Galnt5"	1	"specific"	"FAPs"	1	"D0"
"379"	"ENSMUSG00000026875"	"Traf1"	0.874915056468522	"specific"	"ECs"	1	"D0"
"408"	"ENSMUSG00000026981"	"Il1rn"	1	"specific"	"ECs"	1	"D0"
"409"	"ENSMUSG00000026986"	"Hnmt"	0.888148246329502	"specific"	"FAPs"	1	"D0"
"410"	"ENSMUSG00000027520"	"Zdbf2"	1	"specific"	"sCs"	1	"D0"
"411"	"ENSMUSG00000028033"	"Kcnq5"	1	"specific"	"sCs"	1	"D0"
"412"	"ENSMUSG00000028354"	"Fmn2"	1	"specific"	"sCs"	1	"D0"
"415"	"ENSMUSG00000032487"	"Ptgs2"	1	"specific"	"FAPs"	1	"D0"
"419"	"ENSMUSG00000032908"	"Sgpp2"	1	"specific"	"sCs"	1	"D0"
"429"	"ENSMUSG00000033898"	"Cfhr2"	1	"specific"	"FAPs"	1	"D0"
"436"	"ENSMUSG00000034486"	"Gbx2"	0.823341313937767	"specific"	"FAPs"	1	"D0"
"438"	"ENSMUSG00000035295"	"Wdr38"	1	"specific"	"sCs"	1	"D0"
"443"	"ENSMUSG00000035875"	"AI182371"	1	"specific"	"ECs"	1	"D0"
"444"	"ENSMUSG00000036040"	"Adamtsl2"	0.954077668541739	"specific"	"FAPs"	1	"D0"
"458"	"ENSMUSG00000036641"	"Ccdc148"	1	"specific"	"sCs"	1	"D0"
"460"	"ENSMUSG00000036731"	"Cysrt1"	1	"specific"	"FAPs"	1	"D0"
"461"	"ENSMUSG00000036770"	"Stpg3"	1	"specific"	"FAPs"	1	"D0"
"464"	"ENSMUSG00000036975"	"Tmem177"	1	"specific"	"sCs"	1	"D0"
"466"	"ENSMUSG00000037254"	"Itih2"	1	"specific"	"FAPs"	1	"D0"
"478"	"ENSMUSG00000037849"	"Ifi206"	1	"specific"	"ECs"	1	"D0"
"480"	"ENSMUSG00000037872"	"Ackr1"	1	"specific"	"FAPs"	1	"D0"
"483"	"ENSMUSG00000038235"	"F11r"	0.87393600541863	"specific"	"ECs"	1	"D0"
"487"	"ENSMUSG00000038370"	"Pcp4l1"	1	"specific"	"sCs"	1	"D0"
"488"	"ENSMUSG00000038530"	"Rgs4"	1	"specific"	"sCs"	1	"D0"
"493"	"ENSMUSG00000038765"	"Lmx1b"	1	"specific"	"FAPs"	1	"D0"
"503"	"ENSMUSG00000039063"	"Echdc3"	1	"specific"	"FAPs"	1	"D0"
"515"	"ENSMUSG00000039476"	"Prrx2"	1	"specific"	"FAPs"	1	"D0"
"523"	"ENSMUSG00000039748"	"Exo1"	1	"specific"	"sCs"	1	"D0"
"524"	"ENSMUSG00000039787"	"Cercam"	0.847165430622685	"specific"	"FAPs"	1	"D0"
"527"	"ENSMUSG00000040170"	"Fmo2"	1	"specific"	"FAPs"	1	"D0"
"528"	"ENSMUSG00000040181"	"Fmo1"	0.865296082739971	"specific"	"FAPs"	1	"D0"
"532"	"ENSMUSG00000040612"	"Ildr2"	0.853790950491848	"specific"	"FAPs"	1	"D0"
"534"	"ENSMUSG00000040710"	"St8sia4"	0.954214981106099	"specific"	"ECs"	1	"D0"
"546"	"ENSMUSG00000041498"	"Kif14"	0.811755814941602	"specific"	"sCs"	1	"D0"
"550"	"ENSMUSG00000041757"	"Plekha6"	0.899610795379804	"specific"	"FAPs"	1	"D0"
"555"	"ENSMUSG00000041907"	"Gpr45"	1	"specific"	"FAPs"	1	"D0"
"557"	"ENSMUSG00000041945"	"Mfsd9"	1	"specific"	"ECs"	1	"D0"
"561"	"ENSMUSG00000042182"	"Bend6"	0.817519442142727	"specific"	"FAPs"	1	"D0"
"566"	"ENSMUSG00000042510"	"AA986860"	1	"specific"	"FAPs"	1	"D0"
"567"	"ENSMUSG00000042581"	"Thsd7b"	1	"specific"	"ECs"	1	"D0"
"568"	"ENSMUSG00000042684"	"Npl"	1	"specific"	"sCs"	1	"D0"
"569"	"ENSMUSG00000042686"	"Jph1"	0.852847059533221	"specific"	"sCs"	1	"D0"
"575"	"ENSMUSG00000043102"	"Qrfp"	1	"specific"	"FAPs"	1	"D0"
"579"	"ENSMUSG00000043629"	"1700019D03Rik"	1	"specific"	"FAPs"	1	"D0"
"581"	"ENSMUSG00000043760"	"Pkhd1"	1	"specific"	"sCs"	1	"D0"
"584"	"ENSMUSG00000044628"	"Rnf208"	1	"specific"	"FAPs"	1	"D0"
"587"	"ENSMUSG00000044854"	"1700056E22Rik"	1	"specific"	"sCs"	1	"D0"
"590"	"ENSMUSG00000045259"	"Klhdc9"	1	"specific"	"FAPs"	1	"D0"
"591"	"ENSMUSG00000045381"	"Olfr433"	1	"specific"	"FAPs"	1	"D0"
"599"	"ENSMUSG00000046337"	"Fam178b"	1	"specific"	"FAPs"	1	"D0"
"604"	"ENSMUSG00000046856"	"Gpr1"	0.827604367732691	"specific"	"FAPs"	1	"D0"
"606"	"ENSMUSG00000047180"	"Neurl3"	1	"specific"	"ECs"	1	"D0"
"615"	"ENSMUSG00000048096"	"Lmod1"	0.831470740828845	"specific"	"sCs"	1	"D0"
"617"	"ENSMUSG00000048186"	"Bend7"	1	"specific"	"sCs"	1	"D0"
"622"	"ENSMUSG00000048814"	"Lonrf2"	1	"specific"	"FAPs"	1	"D0"
"626"	"ENSMUSG00000049744"	"Arhgap15"	1	"specific"	"sCs"	1	"D0"
"628"	"ENSMUSG00000049897"	"Stkld1"	1	"specific"	"sCs"	1	"D0"
"629"	"ENSMUSG00000049950"	"Rpp38"	1	"specific"	"sCs"	1	"D0"
"633"	"ENSMUSG00000050592"	"Fam78a"	1	"specific"	"FAPs"	1	"D0"
"635"	"ENSMUSG00000050737"	"Ptges"	1	"specific"	"FAPs"	1	"D0"
"636"	"ENSMUSG00000050840"	"Cdh20"	1	"specific"	"sCs"	1	"D0"
"644"	"ENSMUSG00000051998"	"Lax1"	1	"specific"	"FAPs"	1	"D0"
"648"	"ENSMUSG00000052477"	"C130026I21Rik"	1	"specific"	"ECs"	1	"D0"
"651"	"ENSMUSG00000052688"	"Rab7b"	0.853351518114488	"specific"	"FAPs"	1	"D0"
"653"	"ENSMUSG00000052760"	"A630001G21Rik"	0.933654684936831	"specific"	"ECs"	1	"D0"
"654"	"ENSMUSG00000053024"	"Cntn2"	1	"specific"	"FAPs"	1	"D0"
"662"	"ENSMUSG00000054545"	"Ugt1a6a"	0.87940969736365	"specific"	"FAPs"	1	"D0"
"670"	"ENSMUSG00000056220"	"Pla2g4a"	0.94018678439672	"specific"	"FAPs"	1	"D0"
"676"	"ENSMUSG00000057072"	"Spata45"	1	"specific"	"sCs"	1	"D0"
"688"	"ENSMUSG00000059013"	"Sh2d3c"	0.877340202061192	"specific"	"ECs"	1	"D0"
"692"	"ENSMUSG00000060244"	"Alyref2"	1	"specific"	"FAPs"	1	"D0"
"697"	"ENSMUSG00000060715"	"1700019A02Rik"	1	"specific"	"sCs"	1	"D0"
"713"	"ENSMUSG00000066677"	"Ifi208"	0.934243823775052	"specific"	"ECs"	1	"D0"
"717"	"ENSMUSG00000067071"	"Hes6"	1	"specific"	"sCs"	1	"D0"
"720"	"ENSMUSG00000067780"	"Pi15"	0.836493630845119	"specific"	"FAPs"	1	"D0"
"727"	"ENSMUSG00000070594"	"Gm4788"	1	"specific"	"FAPs"	1	"D0"
"732"	"ENSMUSG00000070942"	"Il1rl2"	0.843639118899674	"specific"	"FAPs"	1	"D0"
"736"	"ENSMUSG00000073491"	"Ifi213"	1	"specific"	"ECs"	1	"D0"
"737"	"ENSMUSG00000073530"	"Pappa2"	0.925161881053091	"specific"	"FAPs"	1	"D0"
"754"	"ENSMUSG00000079164"	"Tlr5"	0.931789903982837	"specific"	"FAPs"	1	"D0"
"758"	"ENSMUSG00000079457"	"Gm7609"	0.942032017629845	"specific"	"ECs"	1	"D0"
"761"	"ENSMUSG00000079497"	"Gm13420"	1	"specific"	"FAPs"	1	"D0"
"763"	"ENSMUSG00000079588"	"Tmem182"	1	"specific"	"sCs"	1	"D0"
"766"	"ENSMUSG00000087236"	"Kif28"	1	"specific"	"FAPs"	1	"D0"
"772"	"ENSMUSG00000090124"	"Ugt1a7c"	0.879487604140768	"specific"	"FAPs"	1	"D0"
"773"	"ENSMUSG00000090145"	"Ugt1a6b"	0.858589090560268	"specific"	"FAPs"	1	"D0"
"778"	"ENSMUSG00000091060"	"Myocos"	1	"specific"	"FAPs"	1	"D0"
"779"	"ENSMUSG00000091476"	"Catspere2"	0.834601917351646	"specific"	"FAPs"	1	"D0"
"782"	"ENSMUSG00000094638"	"Gm21972"	1	"specific"	"sCs"	1	"D0"
"783"	"ENSMUSG00000096141"	"Dnah7a"	0.845710136126997	"specific"	"sCs"	1	"D0"
"790"	"ENSMUSG00000102752"	"Gm7694"	1	"specific"	"FAPs"	1	"D0"
"795"	"ENSMUSG00000114299"	"Gm47791"	0.879275645324927	"specific"	"FAPs"	1	"D0"
"797"	"ENSMUSG00000118607"	"AC147806.2"	0.884083488844954	"specific"	"ECs"	1	"D0"
"798"	"ENSMUSG00000118640"	"AC167036.2"	1	"specific"	"ECs"	1	"D0"
"800"	"ENSMUSG00000000223"	"Drp2"	0.86975634020239	"specific"	"sCs"	1	"D0"
"803"	"ENSMUSG00000000394"	"Gcg"	1	"specific"	"FAPs"	1	"D0"
"818"	"ENSMUSG00000001986"	"Gria3"	0.910105591269338	"specific"	"FAPs"	1	"D0"
"821"	"ENSMUSG00000002012"	"Pnck"	1	"specific"	"sCs"	1	"D0"
"855"	"ENSMUSG00000009596"	"Taf7l"	1	"specific"	"sCs"	1	"D0"
"856"	"ENSMUSG00000009731"	"Kcnd1"	0.808247199509759	"specific"	"FAPs"	1	"D0"
"879"	"ENSMUSG00000017002"	"Slpi"	1	"specific"	"sCs"	1	"D0"
"888"	"ENSMUSG00000017817"	"Jph2"	0.896662188254944	"specific"	"sCs"	1	"D0"
"905"	"ENSMUSG00000025527"	"Satl1"	1	"specific"	"FAPs"	1	"D0"
"909"	"ENSMUSG00000026888"	"Grb14"	1	"specific"	"sCs"	1	"D0"
"910"	"ENSMUSG00000026893"	"Gca"	1	"specific"	"ECs"	1	"D0"
"913"	"ENSMUSG00000026971"	"Itgb6"	1	"specific"	"sCs"	1	"D0"
"916"	"ENSMUSG00000027004"	"Frzb"	1	"specific"	"sCs"	1	"D0"
"928"	"ENSMUSG00000027077"	"Smtnl1"	1	"specific"	"sCs"	1	"D0"
"937"	"ENSMUSG00000027102"	"Hoxd8"	0.823919076093178	"specific"	"FAPs"	1	"D0"
"952"	"ENSMUSG00000027173"	"Depdc7"	1	"specific"	"sCs"	1	"D0"
"956"	"ENSMUSG00000027186"	"Elf5"	1	"specific"	"FAPs"	1	"D0"
"958"	"ENSMUSG00000027188"	"Pamr1"	1	"specific"	"FAPs"	1	"D0"
"968"	"ENSMUSG00000027209"	"Fam227b"	1	"specific"	"FAPs"	1	"D0"
"971"	"ENSMUSG00000027217"	"Tspan18"	1	"specific"	"FAPs"	1	"D0"
"972"	"ENSMUSG00000027219"	"Slc28a2"	1	"specific"	"ECs"	1	"D0"
"976"	"ENSMUSG00000027224"	"Duoxa1"	1	"specific"	"FAPs"	1	"D0"
"996"	"ENSMUSG00000027298"	"Tyro3"	0.899083314026767	"specific"	"FAPs"	1	"D0"
"1000"	"ENSMUSG00000027314"	"Dll4"	1	"specific"	"sCs"	1	"D0"
"1001"	"ENSMUSG00000027323"	"Rad51"	1	"specific"	"sCs"	1	"D0"
"1006"	"ENSMUSG00000027335"	"Adra1d"	0.805761494917991	"specific"	"sCs"	1	"D0"
"1015"	"ENSMUSG00000027360"	"Hdc"	1	"specific"	"ECs"	1	"D0"
"1020"	"ENSMUSG00000027368"	"Dusp2"	1	"specific"	"ECs"	1	"D0"
"1021"	"ENSMUSG00000027375"	"Mal"	1	"specific"	"sCs"	1	"D0"
"1024"	"ENSMUSG00000027386"	"Fbln7"	0.961919087557676	"specific"	"FAPs"	1	"D0"
"1027"	"ENSMUSG00000027398"	"Il1b"	1	"specific"	"ECs"	1	"D0"
"1030"	"ENSMUSG00000027408"	"Cpxm1"	0.929799280459969	"specific"	"FAPs"	1	"D0"
"1038"	"ENSMUSG00000027435"	"Cd93"	0.842752653813542	"specific"	"ECs"	1	"D0"
"1041"	"ENSMUSG00000027454"	"Gins1"	1	"specific"	"sCs"	1	"D0"
"1043"	"ENSMUSG00000027459"	"Fam110a"	1	"specific"	"sCs"	1	"D0"
"1044"	"ENSMUSG00000027460"	"Angpt4"	1	"specific"	"FAPs"	1	"D0"
"1045"	"ENSMUSG00000027463"	"Slc52a3"	1	"specific"	"ECs"	1	"D0"
"1049"	"ENSMUSG00000027474"	"Ccm2l"	1	"specific"	"ECs"	1	"D0"
"1065"	"ENSMUSG00000027560"	"Dok5"	1	"specific"	"FAPs"	1	"D0"
"1070"	"ENSMUSG00000027579"	"Srms"	1	"specific"	"FAPs"	1	"D0"
"1098"	"ENSMUSG00000031079"	"Zfp300"	1	"specific"	"FAPs"	1	"D0"
"1104"	"ENSMUSG00000031137"	"Fgf13"	0.981506669205881	"specific"	"sCs"	1	"D0"
"1109"	"ENSMUSG00000031147"	"Magix"	1	"specific"	"ECs"	1	"D0"
"1119"	"ENSMUSG00000031165"	"Was"	1	"specific"	"sCs"	1	"D0"
"1125"	"ENSMUSG00000031189"	"Aff2"	0.863490768330833	"specific"	"FAPs"	1	"D0"
"1135"	"ENSMUSG00000031220"	"Awat2"	1	"specific"	"FAPs"	1	"D0"
"1150"	"ENSMUSG00000031262"	"Cenpi"	1	"specific"	"sCs"	1	"D0"
"1152"	"ENSMUSG00000031297"	"Slc7a3"	1	"specific"	"sCs"	1	"D0"
"1153"	"ENSMUSG00000031302"	"Nlgn3"	0.825524026582182	"specific"	"sCs"	1	"D0"
"1164"	"ENSMUSG00000031340"	"Gabre"	0.80773631788273	"specific"	"FAPs"	1	"D0"
"1165"	"ENSMUSG00000031343"	"Gabra3"	0.926411482575928	"specific"	"FAPs"	1	"D0"
"1183"	"ENSMUSG00000032679"	"Cd59a"	1	"specific"	"sCs"	1	"D0"
"1185"	"ENSMUSG00000032715"	"Trib3"	0.856614753944462	"specific"	"ECs"	1	"D0"
"1189"	"ENSMUSG00000032841"	"Prr5l"	1	"specific"	"ECs"	1	"D0"
"1192"	"ENSMUSG00000033213"	"AA467197"	1	"specific"	"ECs"	1	"D0"
"1194"	"ENSMUSG00000033268"	"Duox1"	1	"specific"	"FAPs"	1	"D0"
"1195"	"ENSMUSG00000033361"	"Prrg3"	0.833381125402531	"specific"	"FAPs"	1	"D0"
"1202"	"ENSMUSG00000033578"	"Tmem35a"	1	"specific"	"sCs"	1	"D0"
"1204"	"ENSMUSG00000033737"	"Fndc3c1"	1	"specific"	"sCs"	1	"D0"
"1219"	"ENSMUSG00000034755"	"Pcdh11x"	1	"specific"	"FAPs"	1	"D0"
"1221"	"ENSMUSG00000034800"	"Zfp661"	1	"specific"	"sCs"	1	"D0"
"1227"	"ENSMUSG00000035109"	"Shc4"	1	"specific"	"sCs"	1	"D0"
"1230"	"ENSMUSG00000035277"	"Arx"	1	"specific"	"FAPs"	1	"D0"
"1239"	"ENSMUSG00000036131"	"Frmd7"	1	"specific"	"FAPs"	1	"D0"
"1240"	"ENSMUSG00000036198"	"Arhgap36"	1	"specific"	"FAPs"	1	"D0"
"1241"	"ENSMUSG00000036502"	"Tmem255a"	1	"specific"	"sCs"	1	"D0"
"1250"	"ENSMUSG00000037005"	"Xpnpep2"	1	"specific"	"FAPs"	1	"D0"
"1255"	"ENSMUSG00000037341"	"Slc9a7"	1	"specific"	"sCs"	1	"D0"
"1256"	"ENSMUSG00000037347"	"Chst7"	1	"specific"	"FAPs"	1	"D0"
"1263"	"ENSMUSG00000037754"	"Ppp1r16b"	0.950043335984044	"specific"	"ECs"	1	"D0"
"1265"	"ENSMUSG00000037813"	"D630003M21Rik"	1	"specific"	"FAPs"	1	"D0"
"1274"	"ENSMUSG00000038605"	"Samd10"	0.81532223620892	"specific"	"ECs"	1	"D0"
"1296"	"ENSMUSG00000039556"	"Ppp1r3f"	1	"specific"	"sCs"	1	"D0"
"1304"	"ENSMUSG00000040164"	"Kcns1"	1	"specific"	"sCs"	1	"D0"
"1307"	"ENSMUSG00000040310"	"Alx4"	1	"specific"	"FAPs"	1	"D0"
"1311"	"ENSMUSG00000040456"	"H2ap"	1	"specific"	"sCs"	1	"D0"
"1333"	"ENSMUSG00000043342"	"Hoxd9"	1	"specific"	"FAPs"	1	"D0"
"1337"	"ENSMUSG00000044083"	"Efcab8"	1	"specific"	"FAPs"	1	"D0"
"1345"	"ENSMUSG00000045225"	"Olfr1152"	1	"specific"	"sCs"	1	"D0"
"1347"	"ENSMUSG00000045392"	"Olfr1033"	1	"specific"	"FAPs"	1	"D0"
"1353"	"ENSMUSG00000046085"	"4931422A03Rik"	1	"specific"	"FAPs"	1	"D0"
"1356"	"ENSMUSG00000046971"	"Pla2g4f"	1	"specific"	"FAPs"	1	"D0"
"1358"	"ENSMUSG00000047686"	"Rtl3"	1	"specific"	"FAPs"	1	"D0"
"1365"	"ENSMUSG00000048388"	"Fam171b"	0.875661639481742	"specific"	"FAPs"	1	"D0"
"1366"	"ENSMUSG00000048482"	"Bdnf"	1	"specific"	"sCs"	1	"D0"
"1373"	"ENSMUSG00000050114"	"Prdx6b"	1	"specific"	"FAPs"	1	"D0"
"1377"	"ENSMUSG00000050394"	"Armcx6"	1	"specific"	"sCs"	1	"D0"
"1378"	"ENSMUSG00000050468"	"Astl"	0.941632073552224	"specific"	"ECs"	1	"D0"
"1379"	"ENSMUSG00000050587"	"Lrrc4c"	1	"specific"	"sCs"	1	"D0"
"1381"	"ENSMUSG00000050896"	"Rtn4rl2"	1	"specific"	"sCs"	1	"D0"
"1391"	"ENSMUSG00000051817"	"Sox12"	0.832263132010597	"specific"	"sCs"	1	"D0"
"1396"	"ENSMUSG00000052372"	"Il1rapl1"	1	"specific"	"sCs"	1	"D0"
"1398"	"ENSMUSG00000052821"	"Cysltr1"	1	"specific"	"ECs"	1	"D0"
"1399"	"ENSMUSG00000053552"	"Ebf4"	1	"specific"	"FAPs"	1	"D0"
"1400"	"ENSMUSG00000053916"	"Nanp"	1	"specific"	"FAPs"	1	"D0"
"1402"	"ENSMUSG00000054453"	"Sytl5"	1	"specific"	"FAPs"	1	"D0"
"1405"	"ENSMUSG00000054626"	"Xlr"	1	"specific"	"ECs"	1	"D0"
"1411"	"ENSMUSG00000055926"	"Gm14137"	1	"specific"	"sCs"	1	"D0"
"1414"	"ENSMUSG00000056854"	"Pou3f4"	1	"specific"	"sCs"	1	"D0"
"1417"	"ENSMUSG00000057182"	"Scn3a"	1	"specific"	"sCs"	1	"D0"
"1419"	"ENSMUSG00000057378"	"Ryr3"	0.940049446995609	"specific"	"sCs"	1	"D0"
"1424"	"ENSMUSG00000058932"	"Gm2174"	1	"specific"	"sCs"	1	"D0"
"1438"	"ENSMUSG00000062184"	"Hs6st2"	1	"specific"	"sCs"	1	"D0"
"1455"	"ENSMUSG00000068115"	"Ninl"	0.869262330974747	"specific"	"sCs"	1	"D0"
"1458"	"ENSMUSG00000068154"	"Insm1"	1	"specific"	"sCs"	1	"D0"
"1465"	"ENSMUSG00000068735"	"Trp53i11"	1	"specific"	"sCs"	1	"D0"
"1475"	"ENSMUSG00000073012"	"Fnd3c2"	1	"specific"	"sCs"	1	"D0"
"1478"	"ENSMUSG00000073077"	"Cfap47"	1	"specific"	"sCs"	1	"D0"
"1480"	"ENSMUSG00000073130"	"Gm1141"	1	"specific"	"sCs"	1	"D0"
"1482"	"ENSMUSG00000073176"	"Zfp449"	1	"specific"	"FAPs"	1	"D0"
"1487"	"ENSMUSG00000074575"	"Kcng1"	1	"specific"	"FAPs"	1	"D0"
"1492"	"ENSMUSG00000074623"	"Gm826"	1	"specific"	"FAPs"	1	"D0"
"1493"	"ENSMUSG00000074628"	"Tldc2"	1	"specific"	"ECs"	1	"D0"
"1495"	"ENSMUSG00000074646"	"6430550D23Rik"	1	"specific"	"sCs"	1	"D0"
"1503"	"ENSMUSG00000074766"	"Ism1"	1	"specific"	"FAPs"	1	"D0"
"1510"	"ENSMUSG00000074939"	"Chrm5"	1	"specific"	"FAPs"	1	"D0"
"1511"	"ENSMUSG00000074968"	"Ano3"	1	"specific"	"FAPs"	1	"D0"
"1517"	"ENSMUSG00000075224"	"Lrrc55"	1	"specific"	"FAPs"	1	"D0"
"1519"	"ENSMUSG00000075270"	"Pde11a"	1	"specific"	"FAPs"	1	"D0"
"1523"	"ENSMUSG00000075307"	"Klhl41"	1	"specific"	"sCs"	1	"D0"
"1524"	"ENSMUSG00000075318"	"Scn2a"	0.831438312297556	"specific"	"FAPs"	1	"D0"
"1528"	"ENSMUSG00000078137"	"Ankrd63"	1	"specific"	"sCs"	1	"D0"
"1535"	"ENSMUSG00000078868"	"Gm14412"	1	"specific"	"sCs"	1	"D0"
"1536"	"ENSMUSG00000078869"	"Gm14409"	1	"specific"	"sCs"	1	"D0"
"1558"	"ENSMUSG00000079039"	"Gm11037"	1	"specific"	"FAPs"	1	"D0"
"1559"	"ENSMUSG00000079051"	"Vinac1"	1	"specific"	"FAPs"	1	"D0"
"1560"	"ENSMUSG00000079056"	"Kcnip3"	1	"specific"	"FAPs"	1	"D0"
"1561"	"ENSMUSG00000079071"	"Slc28a2b"	1	"specific"	"ECs"	1	"D0"
"1563"	"ENSMUSG00000079277"	"Hoxd3"	0.89756755822343	"specific"	"FAPs"	1	"D0"
"1574"	"ENSMUSG00000079697"	"Gm5751"	1	"specific"	"FAPs"	1	"D0"
"1575"	"ENSMUSG00000087006"	"Gm13889"	0.848108516401296	"specific"	"sCs"	1	"D0"
"1578"	"ENSMUSG00000089859"	"Olfr1565"	1	"specific"	"sCs"	1	"D0"
"1582"	"ENSMUSG00000090084"	"Srpx"	0.867314007832596	"specific"	"FAPs"	1	"D0"
"1587"	"ENSMUSG00000093752"	"Gm20716"	1	"specific"	"FAPs"	1	"D0"
