Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
FAPs,Agt,Mas1,ECs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,1,0.3333333333333333,0.1444666666666667,0.4334,0.06936556436665031,0.06936556436665031,0.8363136327333333,0.0657187418320416,7.5268226946,0.0657187418320416
FAPs,Agt,Mas1,FAPs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,3,1.0,0.9857943333333333,2.957383,0.4733284283418029,0.4733284283418029,5.706736779219666,0.4484436776083726,51.360631012977,0.4484436776083726
FAPs,Agt,Mas1,MuSCs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,3,1.0,0.9524246666666666,2.857274,0.4573060072915468,0.4573060072915468,5.513560679867332,0.4332636187111324,49.622046118806,0.4332636187111325
MuSCs,Agt,Mas1,ECs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,1,0.3333333333333333,0.1444666666666667,0.4334,0.06936556436665031,0.06936556436665031,0.04640818306666666,0.003646822534608709,0.4176736476,0.003646822534608709
MuSCs,Agt,Mas1,FAPs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,3,1.0,0.9857943333333333,2.957383,0.4733284283418029,0.4733284283418029,0.3166746000513333,0.02488475073343033,2.850071400462,0.02488475073343033
MuSCs,Agt,Mas1,MuSCs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,3,1.0,0.9524246666666666,2.857274,0.4573060072915468,0.4573060072915468,0.3059549950706666,0.02404238858041431,2.753594955636,0.02404238858041431
FAPs,Agt,Agtr1a,ECs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,2,0.6666666666666666,1.202916333333333,3.608749,0.02173550655091635,0.02173550655091635,6.963650174925667,0.02059278485875167,62.67285157433101,0.02059278485875167
FAPs,Agt,Agtr1a,FAPs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,3,1.0,20.52978033333333,61.589341,0.3709527941045833,0.3709527941045833,118.8463440455977,0.3514503360597517,1069.617096410379,0.3514503360597518
FAPs,Agt,Agtr1a,MuSCs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,3,1.0,33.61068033333333,100.832041,0.6073116993445002,0.6073116993445002,194.5713209612977,0.575382917233043,1751.141888651679,0.5753829172330431
MuSCs,Agt,Agtr1a,ECs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,2,0.6666666666666666,1.202916333333333,3.608749,0.02173550655091635,0.02173550655091635,0.3864224370873333,0.001142721692164684,3.477801933786,0.001142721692164684
MuSCs,Agt,Agtr1a,FAPs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,3,1.0,20.52978033333333,61.589341,0.3709527941045833,0.3709527941045833,6.594945574719334,0.01950245804483153,59.354510172474,0.01950245804483153
MuSCs,Agt,Agtr1a,MuSCs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,3,1.0,33.61068033333333,100.832041,0.6073116993445002,0.6073116993445002,10.79702772891933,0.03192878211145713,97.173249560274,0.03192878211145713
FAPs,Agt,Agtr2,ECs,3,1.0,5.788972999999999,17.366919,0.9474260381515466,0.9474260381515467,1,0.3333333333333333,0.01476566666666667,0.044297,1.0,1.0,0.08547804566033333,0.9474260381515466,0.769302410943,0.9474260381515467
MuSCs,Agt,Agtr2,ECs,3,1.0,0.321238,0.963714,0.05257396184845335,0.05257396184845335,1,0.3333333333333333,0.01476566666666667,0.044297,1.0,1.0,0.004743293228666666,0.05257396184845335,0.042689639058,0.05257396184845335
ECs,Serping1,Sele,ECs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,3,1.0,7.879565666666667,23.638697,0.9977172793687663,0.9977172793687664,93.93680942389467,0.006955779859206643,845.431284815052,0.006955779859206645
ECs,Serping1,Sele,MuSCs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,1,0.3333333333333333,0.018028,0.054084,0.002282720631233623,0.002282720631233623,0.214922100016,1.591443038951479e-05,1.934298900144,1.591443038951479e-05
FAPs,Serping1,Sele,ECs,3,1.0,1516.953124666667,4550.859374,0.8871089682487887,0.8871089682487888,3,1.0,7.879565666666667,23.638697,0.9977172793687663,0.9977172793687664,11952.93175906619,0.8850839463048148,107576.3858315957,0.885083946304815
FAPs,Serping1,Sele,MuSCs,3,1.0,1516.953124666667,4550.859374,0.8871089682487887,0.8871089682487888,1,0.3333333333333333,0.018028,0.054084,0.002282720631233623,0.002282720631233623,27.34763093149066,0.002025021943973883,246.128678383416,0.002025021943973884
MuSCs,Serping1,Sele,ECs,3,1.0,181.1216836666667,543.365051,0.1059193374616151,0.1059193374616151,3,1.0,7.879565666666667,23.638697,0.9977172793687663,0.9977172793687664,1427.160200108727,0.1056775532047449,12844.44180097855,0.1056775532047449
MuSCs,Serping1,Sele,MuSCs,3,1.0,181.1216836666667,543.365051,0.1059193374616151,0.1059193374616151,1,0.3333333333333333,0.018028,0.054084,0.002282720631233623,0.002282720631233623,3.265261713142666,0.0002417842568702252,29.387355418284,0.0002417842568702252
ECs,Serping1,Lrp1,ECs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,3,1.0,21.08181366666667,63.245441,0.0571606014598545,0.0571606014598545,251.3283595177506,0.0003985062387875494,2261.955235659756,0.0003985062387875495
ECs,Serping1,Lrp1,FAPs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,3,1.0,301.6001486666667,904.800446,0.8177496571571792,0.8177496571571792,3595.547887540371,0.005701100615121922,32359.93098786334,0.005701100615121923
ECs,Serping1,Lrp1,MuSCs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,3,1.0,46.13524966666667,138.405749,0.1250897413829664,0.1250897413829664,550.0047006391427,0.0008720874356866868,4950.042305752285,0.0008720874356866869
FAPs,Serping1,Lrp1,ECs,3,1.0,1516.953124666667,4550.859374,0.8871089682487887,0.8871089682487888,3,1.0,21.08181366666667,63.245441,0.0571606014598545,0.0571606014598545,31980.12311529043,0.05070768218553173,287821.1080376139,0.05070768218553174
FAPs,Serping1,Lrp1,FAPs,3,1.0,1516.953124666667,4550.859374,0.8871089682487887,0.8871089682487888,3,1.0,301.6001486666667,904.800446,0.8177496571571792,0.8177496571571792,457513.2879198312,0.7254330546465059,4117619.59127848,0.725433054646506
FAPs,Serping1,Lrp1,MuSCs,3,1.0,1516.953124666667,4550.859374,0.8871089682487887,0.8871089682487888,3,1.0,46.13524966666667,138.405749,0.1250897413829664,0.1250897413829664,69985.0111391268,0.1109682314167511,629865.1002521411,0.1109682314167511
MuSCs,Serping1,Lrp1,ECs,3,1.0,181.1216836666667,543.365051,0.1059193374616151,0.1059193374616151,3,1.0,21.08181366666667,63.245441,0.0571606014598545,0.0571606014598545,3818.373586053609,0.006054413035535218,34365.36227448249,0.006054413035535219
MuSCs,Serping1,Lrp1,FAPs,3,1.0,181.1216836666667,543.365051,0.1059193374616151,0.1059193374616151,3,1.0,301.6001486666667,904.800446,0.8177496571571792,0.8177496571571792,54626.32672062363,0.08661550189555133,491636.9404856127,0.08661550189555134
MuSCs,Serping1,Lrp1,MuSCs,3,1.0,181.1216836666667,543.365051,0.1059193374616151,0.1059193374616151,3,1.0,46.13524966666667,138.405749,0.1250897413829664,0.1250897413829664,8356.09409600869,0.01324942253052857,75204.84686407821,0.01324942253052858
ECs,Serping1,Selp,ECs,3,1.0,11.921572,35.764716,0.006971694289596158,0.006971694289596159,3,1.0,26.450162,79.350486,0.9821351879331711,0.9821351879331711,315.327510694664,0.006847146281325139,2837.947596251976,0.00684714628132514
